CID,race,gender,birthord,magebirth,medu,bthwht,breastfed,math,read,hhnum
499302,3,0,2,26,13,0,1,92,103,4
499501,3,1,1,28,16,0,1,100,118,4
499701,3,1,1,23,15,0,1,95,86,5
499702,3,1,2,24,15,0,1,107,93,5
499703,3,1,3,28,15,0,1,91,95,5
499902,3,0,2,27,16,0,1,117,106,5
499903,3,1,3,29,16,0,1,114,109,5
501401,3,0,1,22,10,0,0,111,102,4
501402,3,0,2,27,10,0,0,107,118,4
501501,3,0,1,25,12,0,0,116,113,4
501502,3,1,2,27,12,0,0,116,94,4
502301,3,1,1,29,18,0,1,109,135,4
502601,1,1,1,31,14,0,1,108,126,4
502801,3,1,1,30,17,0,0,104,116,4
502802,3,0,2,33,17,0,0,110,115,4
503201,3,0,1,26,12,0,1,116,125,3
503701,3,0,1,25,14,0,1,94,116,3
504101,1,0,1,26,12,0,1,120,128,4
504102,1,0,2,27,12,0,1,128,128,4
505901,2,1,1,25,14,0,0,97,107,3
505902,2,1,2,31,14,0,0,93,126,3
506403,3,1,3,24,9,0,1,107,118,5
506404,3,0,4,27,9,0,1,105,93,5
506601,3,1,1,25,18,0,1,89,119,4
506902,3,1,2,22,7,0,0,114,113,3
508502,2,0,2,27,12,0,0,105,117,3
509001,2,0,1,25,11,1,0,97,92,3
509601,3,1,1,26,18,0,1,126,135,5
509901,3,0,1,21,16,0,1,111,131,4
509902,3,0,2,27,16,0,1,126,135,4
510301,3,0,1,24,12,0,1,87,105,4
510302,3,1,2,27,12,0,1,100,106,4
510702,3,1,2,24,19,0,1,116,119,4
510703,3,0,3,27,19,0,1,103,121,4
510802,3,0,2,27,16,0,1,109,118,4
511401,3,1,1,25,14,0,1,108,135,6
511402,3,1,2,30,14,0,1,116,123,6
511501,3,0,1,26,12,0,1,101,112,5
511502,3,0,2,30,12,0,1,92,105,5
511503,3,1,3,32,12,0,1,98,113,5
512302,3,0,2,25,12,0,1,97,97,4
512504,3,1,4,31,14,0,1,135,103,6
512701,3,1,1,25,12,0,1,116,122,3
513402,3,0,2,22,15,0,1,107,109,7
513403,3,1,3,26,15,0,1,115,120,7
514301,1,1,1,23,17,0,1,112,97,4
514302,1,0,2,28,17,0,1,88,118,4
515102,3,1,2,25,13,0,0,114,131,3
515201,3,0,1,26,10,0,1,87,115,5
515202,3,1,2,28,10,0,1,105,118,5
515203,3,1,3,29,10,0,1,97,109,5
516201,3,0,1,26,12,0,1,128,107,4
516202,3,0,2,28,12,0,1,96,91,4
516301,3,1,1,26,13,0,1,119,103,3
517601,3,0,1,31,12,0,1,112,123,2
517901,3,1,1,21,12,0,1,113,106,3
518001,3,1,1,20,12,0,1,120,128,4
518002,3,1,2,22,12,0,0,107,128,4
518003,3,0,3,24,12,0,1,121,105,4
518901,3,1,1,22,10,0,1,95,104,4
518902,3,0,2,27,10,0,1,79,86,4
519503,3,1,3,30,12,0,1,82,109,5
519803,1,1,3,31,12,0,1,113,101,5
519902,3,0,2,28,15,0,1,100,112,3
520801,3,1,1,29,12,1,1,113,119,5
520802,3,1,2,32,12,1,1,106,91,5
520901,3,0,1,22,11,0,1,93,88,4
520902,3,1,2,23,11,0,1,101,93,4
521401,3,1,1,26,17,0,1,115,114,5
521402,3,0,2,27,17,0,1,112,113,5
521602,3,0,2,21,11,0,1,84,74,3
521903,3,0,3,21,10,0,0,93,99,1
522403,3,1,3,32,12,0,1,102,103,5
523101,3,1,1,21,12,0,1,97,103,4
523102,3,0,2,24,12,0,1,122,96,4
523201,3,1,1,20,13,0,0,87,91,4
523202,3,1,2,25,13,0,0,103,108,4
523203,3,0,3,28,13,0,0,93,101,4
524702,3,0,2,24,12,0,1,100,121,4
525601,3,1,1,25,13,0,0,82,74,5
526402,3,0,2,28,12,1,0,102,106,5
526501,3,1,1,26,12,0,1,95,102,5
527203,3,1,3,26,12,0,0,105,90,6
527204,3,0,4,28,12,0,0,99,100,6
527601,3,1,1,28,11,0,0,82,92,3
527701,3,1,1,26,13,0,0,104,105,4
527702,3,0,2,28,13,0,0,113,122,4
528002,3,0,2,21,12,0,0,82,85,4
528303,3,0,3,30,11,0,0,93,94,3
528304,3,0,4,31,11,1,0,98,101,3
528502,3,1,2,23,12,0,0,97,100,4
528603,3,0,3,22,10,0,0,97,103,4
528801,3,1,1,27,12,0,1,84,85,4
528802,3,1,2,31,12,0,0,100,98,4
528901,3,1,1,26,16,0,1,107,103,4
528902,3,0,2,28,16,0,0,108,100,4
529503,3,0,3,31,17,0,1,113,98,5
529801,3,0,1,22,12,0,1,113,114,6
529802,3,0,2,23,12,0,1,102,92,6
529803,3,1,3,26,12,0,1,81,79,6
529804,3,0,4,27,12,0,1,87,97,6
529901,3,0,1,27,16,0,0,131,126,7
529902,3,0,2,29,16,0,0,110,122,7
529903,3,1,3,30,16,0,1,102,113,7
530101,3,0,1,22,12,0,1,98,115,4
530102,3,0,2,26,12,1,0,108,107,4
530501,3,1,1,25,12,0,1,97,100,4
530502,3,1,2,29,12,0,1,88,86,4
530801,3,0,1,22,12,0,1,99,89,4
530802,3,0,2,25,12,0,1,86,107,4
531001,3,1,1,27,18,0,1,104,109,4
531002,3,1,2,29,18,0,1,102,109,4
531401,3,1,1,26,14,0,1,98,110,6
531402,3,1,2,28,14,0,1,112,121,6
531701,3,1,1,21,12,0,1,111,104,7
531702,3,1,2,23,12,0,0,123,116,7
532601,3,1,1,31,16,0,1,102,99,4
532701,3,0,1,25,12,0,1,106,108,5
532702,3,0,2,27,12,0,1,118,103,5
532703,3,0,3,31,12,0,1,112,123,5
532801,3,0,1,24,12,0,1,91,99,5
532802,3,1,2,28,12,0,0,110,74,5
532803,3,0,3,31,12,0,0,88,111,5
533001,3,0,1,23,14,0,1,122,111,4
533002,3,1,2,25,14,0,1,86,80,4
533003,3,1,3,27,14,1,1,115,99,4
533203,3,0,3,24,15,0,0,91,93,7
533205,3,0,5,29,15,0,0,105,104,7
533303,3,1,3,27,12,0,1,117,122,5
534101,3,1,1,23,16,0,1,118,118,5
534902,3,0,2,26,13,0,1,102,105,5
534903,3,1,3,34,13,0,1,83,108,5
535501,3,1,1,30,16,0,0,106,108,3
536003,3,1,3,21,13,0,0,102,104,3
536902,3,0,2,25,13,0,1,110,117,4
537001,3,1,1,23,12,0,1,82,93,4
537002,3,1,2,26,12,0,1,106,108,4
537201,3,0,1,26,16,0,1,116,115,4
537202,3,1,2,29,16,0,1,112,91,4
537301,3,0,1,26,16,0,1,113,128,6
537302,3,1,2,28,16,0,1,100,118,6
537401,3,1,1,21,16,0,1,120,107,4
537402,3,0,2,26,16,0,1,105,98,4
537602,3,0,2,26,12,0,0,107,128,3
537801,3,0,1,20,13,0,1,104,116,4
537802,3,1,2,22,13,0,1,100,113,4
538101,3,1,1,23,16,0,1,126,103,3
538102,3,0,2,26,16,0,1,105,108,3
538701,3,0,1,26,16,0,1,100,98,6
538801,3,1,1,29,16,0,1,78,101,4
538901,3,0,1,29,17,0,1,112,112,4
538902,3,0,2,32,17,0,1,120,128,4
539702,3,0,2,26,15,0,1,102,114,5
539703,3,1,3,29,15,0,1,97,119,5
540604,3,0,4,26,16,0,1,97,102,6
540605,3,0,5,28,16,0,1,111,106,6
540801,3,1,1,21,12,0,0,122,120,4
540802,3,1,2,24,12,0,0,100,105,4
540903,3,1,3,26,9,0,1,100,107,5
542103,3,0,3,25,12,1,1,108,100,6
542104,3,0,4,26,12,0,1,121,120,6
542401,3,1,1,24,12,0,1,116,103,4
542402,3,1,2,27,12,0,0,102,135,4
542702,3,0,2,25,13,0,1,98,105,5
542703,3,0,3,29,13,0,1,93,121,5
543601,3,0,1,27,12,0,0,102,107,5
543602,3,1,2,28,12,0,0,93,92,5
544501,3,1,1,23,14,0,1,116,115,4
544502,3,0,2,26,14,0,0,109,135,4
545201,3,0,1,28,11,0,0,100,122,4
545301,3,0,1,28,13,0,0,107,99,3
545402,3,0,2,24,12,0,0,82,86,4
546401,2,1,1,22,13,0,1,96,122,3
546504,2,1,4,24,11,0,0,100,101,6
546505,2,0,5,30,11,0,0,95,102,6
546602,2,0,2,27,12,0,0,118,135,4
546702,2,1,2,23,12,0,0,65,77,7
546703,2,1,3,24,12,0,0,79,89,7
546704,2,0,4,27,12,0,0,88,107,7
546902,3,1,2,21,6,0,0,90,78,4
547201,3,0,1,27,12,1,0,102,118,2
547801,3,1,1,28,12,0,0,122,126,3
548301,2,1,1,29,15,0,1,111,92,4
548501,2,0,1,21,16,0,0,97,111,2
550201,3,0,1,24,12,0,1,117,109,3
550802,3,0,2,31,12,0,0,110,104,4
551101,3,1,1,29,14,0,1,113,104,4
551102,3,1,2,32,14,0,1,93,111,4
551801,2,0,1,19,13,0,0,84,105,2
551802,2,1,2,21,13,0,1,89,103,2
552402,3,0,2,27,12,0,0,112,115,3
552601,3,0,1,31,8,0,1,109,108,4
552802,3,1,2,27,12,0,0,131,131,4
553701,2,0,1,24,12,0,1,95,90,4
553702,2,0,2,26,12,0,0,94,97,4
554401,3,0,1,31,12,0,0,77,82,3
554802,3,1,2,23,14,0,1,116,98,3
555002,3,0,2,25,12,0,1,105,105,3
555101,3,0,1,26,12,0,0,105,114,3
555502,3,1,2,27,11,0,0,109,112,3
556002,3,0,2,28,12,0,1,100,105,5
556101,3,0,1,20,11,0,0,77,95,2
556801,3,1,1,26,14,0,1,97,95,3
557401,3,0,1,26,12,0,0,104,122,2
557601,3,0,1,24,10,0,0,104,107,3
558102,3,0,2,24,12,0,1,95,82,3
558302,3,1,2,27,11,0,0,100,107,4
558903,3,1,3,26,9,0,0,110,90,5
558904,3,0,4,27,9,0,0,114,85,5
559602,3,0,2,31,18,0,1,123,126,4
560601,3,0,1,22,12,1,0,105,106,4
560602,3,0,2,29,12,1,0,100,97,4
560901,3,1,1,21,9,1,0,115,80,4
560902,3,1,2,26,9,0,0,93,77,4
561204,2,0,4,23,13,0,0,106,99,7
561401,2,1,1,19,12,0,0,97,121,5
561402,2,1,2,21,12,0,0,93,90,5
561403,2,0,3,23,12,0,0,95,95,5
561901,2,0,1,22,12,0,0,100,88,5
561902,2,0,2,24,12,0,0,95,92,5
562401,3,1,1,24,17,0,1,114,107,4
562702,3,0,2,25,14,0,1,82,102,5
563102,2,0,2,23,13,0,1,107,86,6
563103,2,0,3,24,13,0,0,98,104,6
563104,2,0,4,25,13,0,0,104,105,6
563401,2,0,1,25,12,0,0,75,82,2
564003,2,0,3,28,12,0,1,99,106,4
564702,2,0,2,19,12,0,1,96,99,4
564703,2,1,3,23,12,0,1,116,123,4
564804,3,1,4,25,13,0,1,107,107,6
565201,3,1,1,28,12,0,1,102,109,3
565202,3,0,2,30,12,0,1,105,110,3
565601,3,1,1,27,14,0,1,118,116,4
565602,3,1,2,33,14,0,1,94,88,4
565701,3,1,1,25,16,0,0,104,109,3
568702,3,0,2,22,11,0,1,95,105,5
568703,3,1,3,27,11,0,1,74,77,5
569001,1,1,1,32,18,1,1,105,123,3
569501,3,0,1,26,17,0,1,122,109,5
569502,3,0,2,32,17,0,1,115,107,5
569503,3,0,3,35,17,0,1,123,109,5
570201,3,0,1,30,13,0,0,122,123,4
570703,3,0,3,26,12,0,1,96,107,5
570801,3,0,1,30,14,0,1,113,107,5
570802,3,0,2,33,14,0,1,100,91,5
571201,3,1,1,28,12,0,1,82,97,4
571303,3,1,3,21,11,0,1,119,105,6
571304,3,0,4,27,11,0,1,89,91,6
571501,3,1,1,25,12,0,1,78,81,5
571502,3,1,2,30,12,0,1,93,99,5
572002,1,0,3,24,13,0,0,111,123,3
572801,1,0,1,25,16,0,0,122,121,7
572802,1,1,2,29,16,0,0,108,103,7
572803,1,1,3,31,16,0,0,111,102,7
572901,1,0,1,27,13,0,1,97,110,6
572902,1,1,2,28,13,0,1,104,135,6
572903,1,0,3,29,13,0,1,96,105,6
574005,1,0,5,34,10,0,0,101,111,4
574101,1,1,1,25,12,1,0,105,107,6
574102,1,0,2,27,12,0,0,96,106,6
574402,1,0,2,28,14,0,1,107,100,4
574602,1,1,2,23,13,0,0,107,120,5
574603,1,0,3,26,13,0,1,106,98,5
576601,1,1,1,21,13,0,1,91,103,4
576602,1,0,2,27,13,0,1,116,102,4
576701,1,1,1,22,12,0,1,85,121,4
577301,1,1,1,21,10,0,0,84,95,5
577302,1,0,2,28,10,0,1,93,74,5
577303,1,1,3,29,10,0,0,102,115,5
577402,1,0,2,24,10,0,1,82,84,3
578001,1,1,1,24,9,1,0,92,101,6
578002,1,1,2,28,9,0,0,69,81,6
578102,1,1,2,23,11,0,0,118,111,5
579002,1,0,2,29,12,0,0,114,113,4
579304,1,1,4,23,14,0,0,99,102,6
579902,1,1,2,26,12,0,0,100,110,4
580602,1,1,2,23,9,0,1,95,89,7
581101,1,0,1,26,14,0,1,116,119,2
581201,1,1,1,26,14,1,0,99,94,4
581202,1,0,2,29,14,0,0,97,106,4
581303,1,1,3,31,6,0,0,93,117,6
581901,1,1,1,26,6,0,0,84,102,4
581902,1,1,2,29,6,0,0,84,83,4
582001,1,1,1,25,15,0,1,105,113,6
582003,1,1,3,28,15,0,0,69,69,6
582102,1,0,2,34,14,0,1,125,121,4
583402,1,1,2,26,14,0,1,100,97,5
583403,1,0,3,28,14,0,1,103,98,5
584403,1,0,3,26,12,0,0,100,109,5
585503,1,0,3,27,9,0,0,88,115,5
586103,1,1,3,22,14,0,1,82,126,5
586202,1,1,2,21,12,0,0,96,135,5
587002,1,1,2,26,12,0,1,102,116,5
587003,1,1,3,30,12,0,1,100,116,5
587303,1,1,3,26,13,0,1,95,85,5
588302,1,1,2,27,12,0,0,87,101,4
590603,2,1,3,29,10,0,0,98,91,3
591904,2,0,4,31,13,0,1,93,105,4
593203,2,0,3,22,12,0,1,84,135,5
593204,2,0,4,24,12,0,0,102,97,5
593205,2,0,5,26,12,0,0,112,126,5
593206,2,1,6,28,12,0,0,81,97,5
593601,2,0,1,22,8,0,0,110,113,4
594103,2,0,3,30,12,0,0,97,102,3
595104,2,0,4,23,10,0,0,97,85,6
595702,2,1,2,20,12,0,0,97,94,4
596504,2,1,4,22,12,0,1,94,98,6
597303,2,0,3,26,14,1,0,101,135,6
597304,2,1,4,28,14,0,0,92,88,6
597602,2,1,2,21,14,0,1,109,99,4
597701,2,1,1,27,16,0,1,116,104,2
598001,2,1,1,24,13,0,0,107,121,3
598002,2,0,2,27,13,0,1,114,108,3
598501,2,0,1,28,14,0,1,98,92,4
598502,2,1,2,30,14,0,1,82,94,4
598602,2,1,2,27,12,0,0,113,121,4
599802,2,0,2,32,16,0,1,110,117,5
599804,2,1,4,35,16,0,1,110,135,5
600202,2,0,2,25,12,1,0,65,65,4
600203,2,0,3,28,12,1,0,94,94,4
600302,2,0,2,21,14,0,1,104,102,3
600502,2,0,2,24,12,0,0,91,121,5
600503,2,0,3,27,12,0,0,100,93,5
600702,2,1,2,21,11,0,0,74,65,3
600703,2,1,3,23,11,0,0,78,69,3
602201,2,0,1,25,9,0,1,92,92,2
602303,2,0,3,23,13,0,0,93,81,7
602801,2,0,1,27,15,0,0,95,111,3
602802,2,0,2,28,15,0,0,102,111,3
603003,2,0,3,22,11,0,0,65,69,5
603101,2,0,1,30,18,0,0,102,105,4
603304,2,0,4,22,10,0,0,94,75,1
603602,2,1,2,25,16,0,0,91,91,5
604003,2,1,3,24,12,0,0,65,75,5
604004,2,0,4,25,12,0,1,79,91,5
604607,2,0,7,27,8,0,0,89,100,8
604704,2,1,4,31,11,0,0,103,95,3
604804,2,0,4,25,12,0,0,65,89,5
604901,2,0,1,25,14,0,0,103,95,4
604902,2,1,2,28,14,0,0,90,104,4
605301,2,1,1,24,16,0,0,116,110,5
605302,2,1,2,27,16,0,0,116,121,5
606602,2,0,2,28,12,0,1,107,126,3
606903,2,0,3,29,10,0,0,131,118,3
606904,2,1,4,33,10,1,0,91,90,3
607202,2,0,2,25,12,0,0,104,123,4
607203,2,1,3,29,12,0,0,107,100,4
607401,2,1,1,23,12,0,1,98,116,9
607402,2,1,2,25,12,0,1,77,84,9
608201,2,0,1,31,16,0,1,98,105,5
608202,2,0,2,33,16,0,1,88,121,5
608301,2,1,1,26,12,1,0,88,95,3
610703,2,0,3,20,11,0,0,78,82,8
610704,2,0,4,23,11,0,1,89,120,8
610705,2,0,5,24,11,0,0,100,104,8
610706,2,0,6,26,11,0,0,98,97,8
611402,2,0,2,27,15,0,0,107,91,6
611403,2,1,3,33,15,0,0,102,113,6
611802,2,0,2,32,12,0,1,97,91,3
611904,2,1,4,24,10,0,0,86,82,5
613201,2,1,1,25,15,0,1,114,89,4
613402,2,1,2,26,12,0,0,77,83,5
615102,2,0,2,31,11,1,0,103,88,4
615103,2,1,3,33,11,1,0,103,103,4
615401,2,0,1,31,10,0,0,95,92,2
615901,2,0,1,20,15,0,1,111,118,2
616103,2,0,3,30,12,0,0,113,128,5
616301,2,0,1,23,14,0,1,95,105,5
616802,2,1,2,24,12,0,0,114,118,4
616803,2,0,3,27,12,0,0,107,118,4
617402,2,1,2,27,12,1,0,110,85,3
618102,2,0,2,22,11,0,0,100,112,3
618501,2,0,1,33,15,0,1,105,110,3
621002,2,0,2,23,15,0,0,99,111,5
621003,2,0,3,29,15,1,0,98,101,5
621501,2,1,1,29,13,0,0,100,107,4
621701,2,1,1,24,12,0,0,110,114,5
622301,2,0,1,24,12,1,0,105,101,5
622302,2,1,2,26,12,0,0,103,102,5
622303,2,0,3,27,12,1,0,120,100,5
622703,2,0,3,26,13,0,1,80,105,3
623801,2,0,1,24,16,0,0,91,102,3
623802,2,1,2,28,16,0,0,93,85,3
623902,2,0,2,30,12,0,0,103,103,4
624302,2,0,2,26,13,0,0,82,100,3
624501,2,1,1,25,14,0,0,95,97,4
624502,2,0,2,26,14,0,0,97,101,4
624503,2,0,3,27,14,1,0,97,104,4
625502,2,1,2,22,20,1,0,93,94,4
625803,2,0,3,26,9,0,0,93,79,4
625804,2,0,4,32,9,0,0,89,94,4
626201,2,1,1,23,16,0,0,114,113,4
626202,2,0,2,28,16,0,0,113,112,4
627002,2,1,3,27,15,1,1,113,102,6
627003,2,1,2,27,15,1,1,98,94,6
627401,2,1,1,25,13,0,0,89,105,7
627402,2,1,2,26,13,0,1,113,121,7
627403,2,0,3,28,13,0,1,94,102,7
627701,2,0,1,25,15,0,0,107,113,5
627702,2,0,2,28,15,0,0,91,104,5
627803,2,0,3,26,16,0,1,81,95,7
627804,2,1,4,30,16,0,0,84,94,7
628204,2,0,4,21,11,0,0,96,78,12
628205,2,1,5,22,11,0,1,88,77,12
628206,2,0,6,24,11,1,0,65,80,12
628207,2,0,7,26,11,0,0,93,100,12
628402,2,0,3,27,9,1,1,96,102,4
628901,2,1,1,21,18,0,0,94,84,7
628902,2,0,2,24,18,0,1,99,86,7
628903,2,0,3,25,18,0,1,97,97,7
628904,2,1,4,27,18,0,1,89,100,7
629303,2,1,3,23,12,0,1,92,88,5
629304,2,0,4,26,12,0,0,82,81,5
629305,2,1,5,28,12,0,0,85,93,5
629403,2,1,3,23,12,0,0,65,69,5
629404,2,1,4,29,12,0,0,103,99,5
629501,2,0,1,24,15,0,0,69,77,4
629502,2,1,2,27,15,0,0,91,92,4
629602,2,0,2,21,13,0,0,93,98,4
629603,2,1,3,26,13,0,0,95,95,4
629704,2,1,4,26,8,0,0,65,65,4
629901,2,1,1,26,16,0,1,123,135,4
629902,2,0,2,27,16,0,1,115,122,4
631202,2,0,2,23,12,0,0,101,102,4
631203,2,0,3,27,12,0,0,100,110,4
632203,2,0,3,29,12,0,0,94,117,6
632401,2,0,1,26,17,0,0,102,86,4
632705,2,1,5,22,9,0,0,90,84,8
632706,2,1,6,24,9,0,1,98,99,8
633401,2,1,1,26,16,1,0,79,77,4
633603,2,1,3,30,12,0,0,99,98,4
633702,2,1,2,33,15,0,0,107,114,3
633902,2,0,2,26,13,0,1,97,87,5
634503,2,0,3,28,12,0,0,100,105,5
634504,2,0,4,31,12,0,0,117,106,5
635602,2,0,2,21,11,0,0,107,105,6
635802,2,1,2,26,12,0,0,84,79,8
635803,2,0,3,28,12,1,0,99,93,8
636401,2,1,1,24,12,0,0,95,114,4
636402,2,1,2,26,12,0,0,65,65,4
636502,2,1,2,19,12,1,0,82,65,6
636503,2,1,3,21,12,0,0,79,83,6
636505,2,0,5,26,12,1,0,78,85,6
636602,2,0,2,24,14,0,0,89,97,3
636803,2,0,3,21,7,0,0,100,82,5
637002,2,1,2,24,12,0,0,92,115,5
637003,2,1,3,29,12,0,0,82,94,5
637105,2,1,5,29,10,0,0,89,79,10
637106,2,0,6,31,10,0,0,105,88,10
637107,2,1,7,32,10,0,0,91,79,10
637901,2,0,1,20,16,0,1,98,95,2
638702,2,0,2,28,12,0,0,89,83,4
639302,2,1,2,22,12,0,0,88,102,3
639403,2,1,3,26,7,0,0,85,82,5
639404,2,1,4,27,7,1,0,105,105,5
640702,2,0,2,23,11,0,0,112,93,4
640703,2,0,3,28,11,0,0,96,101,4
640801,2,1,1,31,12,1,0,72,94,10
641002,2,0,2,27,7,0,0,82,90,3
641603,2,0,3,28,8,0,0,93,107,4
642602,2,1,2,26,12,0,0,65,72,3
642902,2,1,3,21,10,1,0,93,87,6
642903,2,1,2,21,10,1,0,89,83,6
642904,2,0,4,22,10,0,0,97,103,6
643402,2,1,2,25,12,0,0,77,90,6
643403,2,1,3,32,12,1,0,72,79,6
644201,2,1,1,21,12,0,0,95,72,5
644202,2,1,2,22,12,0,0,80,78,5
644203,2,0,3,24,12,0,1,92,105,5
644502,2,1,2,19,8,0,0,80,86,6
644503,2,1,3,22,8,0,0,89,89,6
644504,2,1,4,25,8,0,0,98,93,6
644805,2,1,5,29,10,0,0,95,97,7
644807,2,1,7,33,10,0,0,97,108,7
644901,2,0,1,24,8,0,0,69,75,4
645002,2,0,2,28,12,0,0,95,97,2
645501,2,0,1,22,13,0,1,103,114,5
645502,2,1,2,24,13,0,0,112,114,5
645503,2,1,3,27,13,0,0,131,108,5
645701,2,1,1,29,13,1,0,81,93,4
646101,2,0,1,23,12,0,0,90,97,3
647001,2,1,1,28,16,0,0,88,100,5
647201,2,0,1,22,13,1,0,107,110,5
647202,2,1,2,25,13,1,0,96,100,5
647203,2,0,3,27,13,1,0,103,88,5
648203,2,0,3,25,10,0,0,65,78,5
648204,2,1,4,27,10,0,0,65,69,5
648205,2,0,5,30,10,1,0,72,86,5
648501,2,1,1,28,16,0,1,110,102,3
648901,2,0,1,22,14,0,0,104,110,2
651605,2,1,5,25,11,1,0,93,87,7
660501,2,1,1,23,13,0,0,114,105,4
664501,2,1,1,29,15,0,1,113,108,4
664701,2,1,1,30,14,0,1,91,121,4
665101,1,0,1,21,9,1,0,74,78,2
665201,1,1,1,25,12,0,1,116,135,5
665802,1,1,2,25,11,1,0,97,77,3
