CID,race,gender,birthord,magebirth,medu,bthwht,breastfed,math,read,hhnum
888903,1,0,3,29,12,1,0,95,135,5
889002,1,0,2,26,12,0,0,87,97,4
889602,1,0,2,30,16,0,1,100,98,4
889901,1,0,1,24,9,0,0,78,93,6
890402,1,0,2,27,20,0,0,101,111,4
891001,1,0,1,21,13,0,1,103,123,4
891202,1,1,2,27,13,0,0,105,95,4
891301,1,1,1,23,13,0,1,118,102,2
891602,1,0,2,33,12,0,0,104,100,4
892001,1,0,1,19,12,0,0,99,104,3
892002,1,1,2,26,12,0,0,101,90,3
892603,1,1,3,22,11,0,1,95,102,7
893202,1,1,2,22,12,0,0,86,81,4
893802,1,0,2,25,14,0,0,98,100,5
893803,1,1,3,30,14,0,0,94,77,5
893901,1,1,1,23,15,0,0,121,135,4
894001,1,0,1,27,14,0,1,102,104,5
894201,1,0,1,22,13,0,1,96,115,6
894202,1,1,2,26,13,0,1,102,91,6
894602,1,1,2,24,14,0,0,78,82,4
894802,1,1,2,19,9,0,1,100,105,7
894803,1,1,3,26,9,0,0,87,85,7
894804,1,1,4,27,9,0,0,86,103,7
894902,1,0,2,21,10,0,1,89,83,5
895302,1,1,2,20,12,0,1,97,99,5
895303,1,0,3,24,12,0,1,102,103,5
895502,1,0,2,22,6,0,0,80,89,4
896202,2,1,2,25,13,0,0,94,109,4
896501,1,0,1,29,12,0,0,89,100,4
897001,2,0,1,23,14,0,0,95,114,7
897402,2,1,2,27,13,0,1,95,95,3
898201,2,1,1,26,12,0,1,97,99,2
898502,2,1,2,23,13,0,0,88,82,4
899602,2,1,2,27,12,0,0,103,116,5
899603,2,0,3,29,12,0,1,102,120,5
903302,2,1,2,25,12,0,0,98,82,4
903502,2,1,2,27,15,0,0,65,65,5
903503,2,1,3,30,15,0,0,80,82,5
903702,2,1,2,26,12,0,0,97,117,4
903703,2,1,3,31,12,0,0,83,92,4
904002,2,1,2,21,12,0,0,92,102,5
904003,2,0,3,27,12,0,0,90,101,5
904503,2,0,3,29,16,0,0,98,98,4
904805,2,1,5,24,12,1,0,98,77,9
905003,2,1,3,29,9,0,0,78,105,3
905701,2,0,1,19,12,0,0,82,95,6
905702,2,0,2,22,12,0,0,91,110,6
905703,2,1,3,27,12,0,0,103,98,6
906702,2,0,2,24,14,0,1,120,110,4
907001,2,0,1,22,12,0,0,97,116,6
907002,2,0,2,24,12,0,0,93,99,6
908102,2,1,2,23,11,0,0,98,78,8
908103,2,1,3,25,11,0,0,99,92,8
909501,2,0,1,26,12,0,0,105,84,3
910001,2,0,1,21,14,0,0,82,98,4
910003,2,1,3,28,14,0,0,103,106,4
910902,2,0,2,21,12,0,0,99,90,5
911701,2,1,1,26,14,0,1,123,113,4
911702,2,0,2,30,14,0,0,108,105,4
913401,1,1,1,30,16,0,1,94,112,4
913402,1,1,2,32,16,0,1,98,114,4
914401,1,0,1,25,12,0,1,103,135,5
914402,1,0,2,26,12,0,1,115,126,5
914403,1,0,3,28,12,0,1,97,102,5
918203,2,0,3,25,12,0,1,97,99,5
919202,2,0,2,26,12,0,0,100,97,3
920502,2,1,2,22,12,0,0,65,65,4
920602,2,1,2,20,10,0,0,97,72,3
921403,1,0,3,25,9,0,0,98,87,6
921404,1,0,4,26,9,0,0,95,95,6
922301,1,1,1,26,12,0,1,103,117,4
922901,1,0,1,22,14,0,1,104,105,5
923402,1,0,2,23,12,0,0,80,103,3
925503,1,0,3,24,15,1,0,98,111,4
925504,1,0,4,27,15,1,0,78,115,4
925601,1,1,1,24,12,0,1,114,111,4
925703,1,0,3,25,12,0,0,109,113,5
927203,1,1,3,27,9,0,1,77,65,4
927304,1,0,4,29,9,0,0,82,77,5
927503,1,0,3,22,8,0,0,69,93,6
927504,1,1,4,24,8,0,0,105,108,6
927802,1,0,2,22,12,0,0,84,82,4
931202,1,1,2,29,14,0,1,98,105,2
931703,2,1,3,27,15,0,1,103,111,6
931704,2,0,4,29,15,0,1,122,92,6
932502,2,1,2,31,14,0,1,65,105,4
933601,2,1,1,31,13,0,0,84,88,3
933702,2,1,2,32,12,0,0,89,106,4
934101,2,0,1,27,15,0,0,97,118,4
934102,2,0,2,28,15,0,0,114,102,4
934201,2,0,1,22,16,0,0,86,103,4
934402,1,1,2,25,14,0,0,100,111,3
934903,1,0,3,27,12,0,1,89,106,5
934904,1,0,4,29,12,0,1,95,103,5
935402,1,1,2,32,13,1,0,83,98,5
937102,1,0,2,23,10,0,0,88,107,3
937404,1,0,4,26,3,0,0,114,106,6
938001,1,1,1,25,13,0,0,105,114,4
938002,1,0,2,26,13,0,0,98,102,4
938103,1,1,3,27,14,0,0,115,114,5
938204,1,0,4,26,5,0,1,65,81,6
938401,1,0,1,24,9,0,1,87,92,7
938802,1,0,2,22,11,0,0,98,116,5
938803,1,0,3,24,11,0,0,96,103,5
940102,2,1,2,29,20,0,0,113,88,3
940103,2,1,3,32,20,0,0,102,97,3
941302,2,1,2,28,10,0,0,104,100,3
941601,1,0,1,27,16,0,1,100,116,6
941602,1,0,2,29,16,0,1,122,89,6
942101,2,1,1,30,16,0,1,107,107,4
942102,2,1,2,32,16,0,0,96,95,4
943401,1,1,1,25,9,0,0,86,95,5
943402,1,0,2,27,9,0,0,92,112,5
944103,2,1,3,29,14,0,1,103,114,4
948702,1,0,2,30,14,0,0,102,96,4
951604,1,0,4,21,8,0,0,97,97,6
951605,1,0,5,23,8,0,0,92,79,6
952102,2,0,2,30,12,0,0,100,113,4
952303,2,1,3,23,15,0,0,96,90,7
952305,2,1,5,30,15,0,0,95,99,7
952903,1,1,3,26,4,0,1,89,103,4
953601,2,1,2,28,13,1,0,104,94,3
953602,2,1,1,28,13,1,1,99,90,3
953703,1,1,3,22,10,0,0,86,69,7
953704,1,0,4,24,10,0,0,88,103,7
955702,2,0,2,31,14,0,0,94,97,3
956001,2,1,1,27,14,1,0,91,97,2
956701,2,0,1,25,13,0,0,95,105,3
957805,1,1,5,30,13,0,1,74,112,7
957901,1,0,1,26,12,0,0,87,102,4
958201,2,0,1,30,14,0,1,118,114,4
960901,2,0,1,23,12,0,0,89,94,3
961902,1,1,2,28,13,0,0,116,135,3
962702,1,1,2,25,13,1,1,96,80,4
963201,1,0,1,23,12,0,1,96,123,4
964001,2,0,1,24,14,0,1,111,113,4
964401,1,0,1,31,13,0,1,100,112,5
964402,1,0,2,34,13,0,0,109,105,5
964804,1,1,4,26,10,0,0,92,78,5
966001,1,1,1,28,13,0,1,119,113,3
966002,1,1,2,30,13,0,1,116,123,3
966101,1,0,1,25,12,0,1,97,128,4
966102,1,1,2,30,12,0,0,92,107,4
967603,2,0,3,27,16,0,0,91,107,3
968001,2,1,1,21,13,0,0,89,102,5
968002,2,0,2,23,13,0,0,99,103,5
968003,2,1,3,26,13,0,0,86,107,5
968402,2,0,2,23,13,0,0,128,135,3
970702,2,1,2,29,17,0,0,110,108,4
976502,2,0,2,27,12,1,0,88,92,4
976803,2,1,3,31,14,0,0,89,90,6
977202,1,1,2,23,12,0,1,106,107,7
977203,1,1,3,27,12,0,1,112,120,7
977802,1,1,2,27,11,0,1,135,135,2
977803,1,1,3,28,11,0,0,131,135,2
978402,1,1,2,21,13,0,0,90,113,5
978403,1,1,3,22,13,0,1,115,110,5
978901,1,1,1,22,12,0,1,120,108,5
978903,1,1,3,26,12,0,1,111,106,5
979001,1,1,1,24,12,0,1,116,114,5
979002,1,0,2,26,12,0,1,109,110,5
981102,1,1,2,26,11,0,1,87,97,4
981703,1,1,3,27,11,0,1,86,79,5
982001,1,0,1,25,19,0,1,82,87,3
983001,1,1,1,21,15,0,1,110,98,5
983202,1,1,2,25,12,0,0,104,102,4
983701,1,0,1,19,13,0,1,98,77,6
983702,1,0,2,21,13,0,1,97,99,6
983703,1,0,3,25,13,0,1,109,112,6
983803,1,0,3,30,14,0,1,93,105,5
983902,1,0,2,23,14,0,1,103,117,5
983903,1,1,3,26,14,0,0,109,107,5
984002,1,1,2,22,15,0,0,100,107,6
984003,1,0,3,23,15,1,0,97,107,6
984403,1,1,3,24,13,0,1,98,114,7
984404,1,1,4,27,13,0,0,105,108,7
984501,1,1,1,26,11,0,1,100,119,5
984502,1,0,2,28,11,0,1,110,101,5
984503,1,1,3,29,11,0,1,105,93,5
985803,1,1,3,28,12,0,0,100,110,5
986203,1,1,3,27,14,0,0,104,86,5
986505,1,1,5,27,10,0,0,113,123,3
987001,1,1,1,20,12,1,0,92,84,5
987002,1,1,2,23,12,0,0,110,109,5
987003,1,1,3,27,12,0,0,98,99,5
987401,2,0,1,25,11,0,1,87,110,5
987701,2,1,1,22,12,0,0,88,90,4
987702,2,0,2,29,12,0,1,98,112,4
988702,1,1,2,28,11,0,0,108,85,3
989201,1,0,1,20,13,0,1,89,106,6
989501,1,0,1,24,13,0,1,82,91,5
989502,1,1,2,26,13,0,0,97,101,5
989901,1,0,1,31,13,0,1,116,107,3
989902,1,1,2,34,13,0,1,106,105,3
992502,1,1,2,25,12,1,1,113,104,4
993503,1,0,3,23,13,0,0,109,111,6
993504,1,0,4,25,13,0,0,97,89,6
993801,1,0,1,22,13,0,0,101,104,6
993802,1,0,2,23,13,0,0,111,90,6
993803,1,1,3,26,13,0,0,100,103,6
993804,1,1,4,27,13,0,0,72,82,6
993901,1,0,1,32,16,0,0,103,117,4
994503,1,0,3,27,6,0,0,112,102,6
994504,1,1,4,34,6,0,1,90,79,6
994801,1,1,1,26,12,0,1,103,120,3
995101,2,0,1,21,12,0,1,69,86,5
995102,2,1,2,22,12,0,1,69,77,5
995103,2,1,3,26,12,0,0,103,97,5
995301,1,0,1,25,11,0,1,95,98,6
997002,2,0,2,27,13,0,1,88,98,6
997003,2,1,3,30,13,0,1,98,90,6
997202,1,0,2,29,12,0,1,90,103,6
997402,1,0,2,23,9,0,0,110,95,5
997403,1,0,3,26,9,0,0,115,97,5
997801,1,1,1,28,11,0,1,102,79,4
998003,1,0,3,27,11,0,1,96,87,8
998004,1,1,4,31,11,0,1,92,79,8
998005,1,0,5,32,11,0,1,85,97,8
998201,1,0,1,25,13,0,1,75,98,5
998202,1,0,2,26,13,0,1,86,104,5
998203,1,1,3,28,13,0,0,72,79,5
998602,2,1,2,25,11,0,1,88,65,5
998603,2,1,3,28,11,0,1,80,86,5
998604,2,1,4,33,11,0,1,69,98,5
999201,1,0,1,22,16,0,1,85,100,7
999202,1,1,2,26,16,0,0,100,104,7
999203,1,1,3,27,16,0,1,96,101,7
999501,1,1,1,21,12,0,1,107,104,4
999502,1,1,2,25,12,0,1,109,90,4
999702,2,1,2,24,12,0,0,93,69,5
999703,2,1,3,27,12,0,0,88,79,5
1000002,2,1,2,21,11,0,1,83,92,5
1000004,2,1,4,27,11,0,1,97,97,5
1000201,1,1,1,21,12,0,0,95,112,5
1000202,1,0,2,25,12,0,1,96,105,5
1000203,1,1,3,27,12,0,1,98,107,5
1000801,1,0,1,26,14,0,1,83,107,4
1000803,1,0,3,31,14,0,1,89,100,4
1001101,1,1,1,26,12,0,0,94,97,4
1001102,1,0,2,31,12,0,1,101,103,4
1002402,1,0,2,24,9,0,0,83,92,4
1002604,1,0,4,20,6,0,1,82,65,9
1002605,1,1,5,21,6,0,0,74,65,9
1002606,1,0,6,23,6,0,1,69,75,9
1002607,1,0,7,24,6,0,0,88,77,9
1003203,1,0,3,21,9,0,1,82,88,6
1003204,1,1,4,25,9,0,0,87,95,6
1003205,1,1,5,26,9,1,0,95,91,6
1003206,1,1,6,27,9,0,0,95,94,6
1003604,1,1,4,30,3,0,1,96,96,7
1003605,1,0,5,32,3,0,1,92,113,7
1004801,1,1,1,27,9,0,1,87,91,5
1004802,1,1,2,30,9,0,1,92,101,5
1004803,1,0,3,32,9,0,1,97,109,5
1004902,1,1,2,23,12,0,0,96,111,6
1004903,1,1,3,28,12,0,1,112,100,6
1005202,1,0,2,26,14,0,1,95,109,4
1005401,1,1,1,22,16,1,0,94,110,6
1007201,1,0,1,22,8,0,1,103,115,5
1007202,1,0,2,23,8,0,1,82,102,5
1007301,1,0,1,24,8,0,0,88,99,6
1007302,1,0,2,26,8,0,0,80,104,6
1007303,1,0,3,28,8,0,0,110,95,6
1007702,1,1,2,24,12,0,0,108,83,4
1007901,1,0,1,27,14,0,0,101,95,3
1011601,2,1,1,23,12,0,0,89,100,3
1012501,2,0,1,32,14,1,0,86,94,3
1013001,2,1,1,30,12,0,0,98,105,2
1013502,2,1,2,22,10,0,0,110,105,5
1013503,2,1,3,26,10,0,0,87,74,5
1016201,2,0,1,23,12,0,0,97,99,4
1017503,2,1,3,23,11,0,0,108,77,5
1018102,2,1,2,21,12,0,0,100,105,6
1018304,1,0,4,27,11,0,1,102,89,7
1018404,2,1,4,24,11,0,0,94,78,4
1018801,2,1,1,29,14,0,0,84,84,4
1019104,2,1,5,27,12,1,0,85,93,4
1019105,2,0,4,27,12,1,0,94,98,4
1020302,2,0,2,24,12,0,0,102,88,5
1021103,1,1,4,30,15,1,1,105,101,5
1022601,1,0,1,27,16,1,1,111,111,4
1022602,1,0,2,29,16,0,1,110,116,4
1022901,2,0,1,27,14,0,0,102,128,4
1023702,2,1,2,26,12,1,1,100,114,3
1023802,2,0,2,20,12,0,1,89,87,2
1030302,1,1,2,27,6,0,0,98,86,4
1030801,1,0,1,26,20,0,1,126,135,4
1030802,1,0,2,30,20,0,1,111,121,4
1030901,1,0,1,27,16,0,1,110,125,4
1031002,1,1,2,25,15,0,0,120,128,5
1031201,1,1,1,26,15,0,1,122,131,4
1031301,2,1,1,22,16,0,1,77,87,7
1031302,2,1,2,25,16,0,1,91,86,7
1032102,2,0,2,28,12,0,0,100,108,3
1032901,2,1,1,26,14,0,0,114,116,6
1032902,2,0,2,28,14,0,0,114,121,6
1033201,2,0,1,25,11,0,0,97,98,5
1033202,2,0,2,26,11,1,0,69,98,5
1033601,2,0,1,22,12,0,0,91,99,4
1033602,2,1,2,29,12,0,0,82,105,4
1035902,1,0,2,28,9,0,1,97,108,5
1035903,1,1,3,31,9,0,0,90,97,5
1036001,1,1,1,25,14,0,1,102,97,5
1036002,1,1,2,26,14,0,1,94,109,5
1036003,1,1,3,31,14,0,1,87,90,5
1037102,1,1,2,24,12,0,0,65,93,4
1037103,1,1,3,29,12,0,0,89,88,4
1037701,1,0,1,24,13,0,1,82,94,6
1037702,1,0,2,25,13,0,1,95,89,6
1037704,1,1,4,31,13,0,1,89,90,6
1037802,2,1,2,23,14,0,1,102,98,4
1037803,2,1,3,24,14,0,1,121,88,4
1037902,2,0,2,30,12,0,0,96,102,3
1040101,1,0,2,27,13,1,1,98,101,4
1040102,1,1,1,27,13,1,1,103,118,4
1040103,1,0,3,29,13,0,0,94,92,4
1042102,2,0,2,24,12,0,1,105,99,4
1042702,1,1,2,26,12,0,0,74,65,4
1043302,2,1,2,25,13,0,0,101,89,3
1043602,1,0,2,28,12,0,1,93,102,3
1044301,1,0,1,22,11,0,1,102,92,4
1044801,1,1,1,24,14,0,1,116,94,3
1045001,1,0,1,29,15,0,1,108,102,4
1045002,1,0,2,30,15,0,0,86,86,4
1045103,1,1,3,34,12,0,0,83,95,6
1047801,1,0,1,30,8,0,0,65,105,2
1048103,1,1,3,27,12,0,1,116,114,3
1048603,1,1,3,26,12,0,0,99,110,5
1050001,1,0,1,28,12,0,1,98,80,5
1050604,1,1,4,33,10,1,0,75,98,8
1050701,1,0,1,23,13,0,1,102,108,5
1050703,1,1,3,29,13,0,1,89,97,5
1051202,1,1,2,30,12,0,1,102,94,4
1051203,1,0,3,32,12,0,1,96,125,4
1051602,1,0,2,23,11,0,0,69,75,4
1052901,1,0,1,22,12,0,1,101,120,2
1053203,1,0,3,33,12,0,1,84,101,10
1053401,2,0,1,24,16,1,1,102,116,6
1053402,2,1,2,26,16,0,1,115,103,6
1053403,2,1,3,27,16,0,1,108,111,6
1053501,1,1,1,28,12,0,1,116,128,3
1053502,1,1,2,31,12,0,0,135,135,3
1053802,1,1,2,24,11,0,0,95,109,5
1053803,1,0,3,28,11,0,0,91,101,5
1054201,1,0,1,27,12,1,1,90,113,4
1056503,1,1,3,29,12,0,1,120,102,4
1057201,1,1,1,27,14,0,1,101,95,4
1057302,1,1,2,27,9,0,1,102,102,4
1058103,2,1,3,29,13,0,0,100,94,5
1130902,3,1,2,29,15,0,0,118,99,4
1137101,3,0,1,26,15,0,0,95,115,4
1176101,2,0,1,20,13,0,0,96,107,5
1176102,2,1,2,24,13,0,1,108,108,5
1176502,2,1,2,26,11,0,0,92,103,5
1176901,3,0,1,26,15,0,1,115,112,5
1176902,3,1,2,30,15,0,1,128,112,5
1177204,1,0,4,24,13,1,1,85,125,6
1177205,1,1,5,28,13,0,0,111,135,6
1177206,1,0,6,30,13,0,1,104,117,6
1177303,1,1,3,22,9,0,1,106,111,5
1177304,1,1,4,24,9,0,0,91,110,5
1177701,2,0,1,30,14,0,1,118,112,4
1177901,3,0,1,32,17,0,1,108,113,6
1178501,1,0,1,26,12,0,1,99,101,7
1178502,1,1,2,27,12,0,0,118,107,7
1178701,3,1,1,23,10,0,1,95,90,5
1178702,3,1,2,26,10,0,1,112,97,5
1178703,3,1,3,30,10,0,1,89,112,5
1179802,2,1,3,30,15,0,0,95,87,4
1179803,2,1,2,30,15,0,0,89,88,4
1180202,2,0,2,29,12,0,0,110,103,3
1180701,3,0,1,23,12,0,0,102,92,3
1180801,3,0,1,30,12,0,1,103,88,5
1181102,3,0,2,27,12,0,0,80,82,4
1181201,3,0,1,30,12,0,0,87,69,7
1181402,3,1,2,21,8,0,0,116,87,7
1181403,3,1,3,26,8,0,0,99,88,7
1181602,3,1,2,25,14,0,1,128,126,4
1181902,3,1,2,27,14,0,1,97,93,5
1181903,3,1,3,28,14,0,0,104,109,5
1181904,3,0,4,30,14,0,0,101,107,5
1183101,1,1,1,27,14,0,1,84,86,2
1183501,3,1,1,28,16,0,1,111,112,4
1183502,3,1,2,31,16,1,1,95,119,4
1183801,2,1,1,22,15,0,0,87,78,3
1183901,2,1,1,22,12,0,1,113,88,3
1183902,2,0,2,24,12,0,1,102,94,3
1184501,1,0,1,27,14,0,1,97,94,3
1184702,3,0,2,24,12,0,1,119,114,6
1184703,3,1,3,27,12,0,1,119,98,6
1184704,3,1,4,29,12,0,1,119,113,6
1185502,2,0,2,26,16,0,0,99,113,4
1185601,2,1,1,19,12,0,0,101,99,3
1185602,2,0,2,21,12,0,1,92,86,3
1187001,3,1,1,26,16,0,0,117,97,3
1187303,3,1,3,26,14,0,0,117,111,5
1187602,3,1,2,26,12,0,0,101,88,3
1187802,3,1,2,26,12,0,0,104,105,4
1187901,3,1,1,26,12,0,0,101,115,4
1187902,3,1,2,31,12,0,1,96,97,4
1189101,1,1,1,25,12,0,1,93,128,3
1189102,1,1,2,28,12,0,1,78,94,3
1189402,3,0,2,29,13,1,1,116,110,5
1189403,3,0,3,32,13,0,1,98,107,5
1189801,3,1,1,30,16,0,1,109,122,3
1189901,3,0,1,28,16,1,1,108,119,4
1190201,3,1,1,29,14,0,1,128,128,3
1190202,3,1,2,32,14,0,1,128,114,3
1190901,3,1,1,27,12,0,0,115,135,2
1191001,3,0,1,25,13,0,1,112,111,4
1191502,3,1,2,30,14,0,1,102,119,5
1191801,3,0,1,26,17,0,1,125,135,5
1191802,3,0,2,28,17,0,1,122,118,5
1192301,3,1,1,26,14,0,1,107,96,6
1192302,3,1,2,28,14,0,1,102,111,6
1193502,2,0,2,25,12,1,1,108,106,4
1194801,1,0,1,28,12,0,1,125,120,2
1195103,2,1,3,23,12,0,0,94,77,5
1195501,3,1,1,31,13,1,1,90,95,4
1197903,1,1,3,29,12,0,0,85,87,1
1198901,3,1,1,26,14,0,0,121,125,4
1198902,3,0,2,30,14,0,0,105,112,4
1199303,2,1,3,27,11,0,0,100,100,4
1200001,3,1,1,32,12,0,1,104,116,3
1200302,3,1,2,23,14,0,1,120,100,3
1200501,2,1,1,24,15,0,1,81,113,2
1201702,3,1,2,27,12,0,0,93,108,4
1201801,3,1,1,29,12,0,1,104,92,3
1201802,3,0,2,32,12,0,1,87,107,3
1202201,3,1,1,33,12,0,0,104,114,4
1202501,3,1,1,26,16,0,1,125,114,5
1202502,3,1,2,28,16,0,1,118,118,5
1202701,3,0,1,23,12,0,1,118,118,4
1202702,3,1,2,26,12,0,1,114,112,4
1202801,3,1,1,27,14,0,1,103,80,4
1203201,3,0,1,23,12,1,0,88,99,4
1203601,3,0,1,26,15,0,0,89,92,2
1203701,3,0,1,30,12,0,0,80,99,3
1204201,3,1,1,26,11,0,0,106,95,4
1204601,3,0,1,31,16,1,1,116,119,4
1205202,2,1,2,28,14,0,0,111,116,4
1205401,3,0,1,29,16,0,1,87,97,4
1205402,3,1,2,33,16,0,1,122,122,4
1205701,3,1,1,22,12,0,1,106,135,5
1205801,3,0,1,27,12,0,1,106,116,4
1206203,1,1,3,25,11,0,1,102,102,7
1206301,3,1,1,27,19,0,0,108,116,6
1206603,3,1,3,31,14,0,1,111,116,5
1207001,3,0,1,30,15,0,1,88,95,3
1207601,3,0,1,33,12,0,1,102,116,4
1208502,3,0,2,23,11,0,0,106,102,4
1208601,3,0,1,24,12,0,1,97,108,2
1209201,3,0,1,30,16,0,0,104,108,4
1210802,3,0,2,24,12,0,0,88,105,3
1211502,3,0,2,27,12,0,0,112,116,4
1211503,3,1,3,29,12,0,0,115,82,4
1211701,3,1,1,20,12,0,1,84,98,3
1212003,3,1,3,29,12,0,1,114,108,5
1212801,3,0,1,29,12,0,1,107,122,3
1213501,3,0,1,23,10,1,0,114,74,4
1213502,3,0,2,30,10,0,0,107,120,4
1213703,3,0,3,26,12,0,1,107,98,5
1214603,2,0,3,28,11,1,0,88,116,4
1216201,2,1,1,28,12,0,0,107,117,4
1216202,2,1,2,31,12,0,0,65,91,4
1217701,1,0,1,22,12,0,0,96,82,9
1217702,1,1,2,24,12,0,0,65,94,9
1217703,1,1,3,25,12,0,0,65,86,9
1217704,1,1,4,26,12,0,0,65,82,9
1217705,1,0,5,28,12,0,0,87,112,9
1218802,2,0,2,24,12,0,0,100,107,4
1219102,2,1,2,21,10,1,0,86,98,8
1219103,2,0,3,23,10,1,0,78,116,8
1219105,2,1,5,25,10,0,0,65,82,8
1219106,2,1,6,26,10,1,0,65,104,8
1219404,2,0,4,28,9,0,0,86,105,5
1220101,2,0,1,22,11,0,0,105,87,3
1220102,2,1,2,27,11,0,0,78,98,3
1221003,2,1,3,26,12,0,0,104,100,5
1221702,1,1,2,29,9,0,0,82,91,6
1222803,1,0,3,25,12,0,1,107,120,6
1225402,2,0,2,24,13,0,0,93,81,5
1227801,1,1,1,21,12,0,1,93,88,4
1228103,2,0,3,28,12,0,0,98,91,6
1229304,1,1,4,26,11,0,1,95,82,5
1230403,2,1,3,24,11,0,0,96,100,6
1230404,2,0,4,28,11,0,0,108,103,6
1251601,2,0,1,26,12,1,0,82,105,5
1255801,2,1,1,30,11,0,1,77,105,2
1256602,2,1,2,25,14,0,1,82,105,6
1256603,2,0,3,28,14,0,1,100,99,6
1256604,2,0,4,32,14,0,1,100,105,6
1266703,1,0,3,28,12,0,0,75,80,3